"Founder; Sch. Elective Course ""Model Conference""""; Founded and taught MUN elective course in school;introduced MUN to students;popularized the knowledge of international affairs."
"Co-founder of ""Broaden"" Cultural Club""; Designed club posters and brochures;planned activities like Sichuan Opera origin research;promoted traditional Chinese culture by making documentaries."
"Founder&president of 1st Math Club; lecture&assign tasks, design field trip, do public maths&science education, led all members to win 10% in Asdan AMC."
"Founder, Cat Care Society; Designed a brochure introducing the breeds, looks and characters of all 15 campus stray cats. Organized feeding. Raised operation fees for sick cats."
"Founder and President, Dulwich Greens; Three departments and 30 people. Established Dulwich Suzhou Eco-code, 'fertilized' eco-friendly awareness for entire school. Helped students in Uganda."
"Co-founder and volunteer,Ward Charity School; Served as a volunteer teacher for children with lukemia. Collaborate with another volunteer to set up the Ward Charity School to maintain order."
"Founder,Zhengzhou PublicForum Debate Tournament; Established association of debate clubs from eight schools in Zhengzhou and held the first regional public forum debate tournament with students."
Founder and President of Mahogany Club at school; Found the Mahogany Club; Recruited new members;Gave lectures to the members;Preparing an online lecture.
"Co-Founder of Unity in the Community; I created, organized, and implemented an event that brought together students from across the island to fellowship and raise money for charities."
Pres./Founder Our Daily Bread Service Initiative; This service initiative has delivered thousands of sandwiches to the impoverished in Baltimore. See additional information.
Owner/Founder PJN Landscaping; I started my own landscaping and lawncare business in 2009. See additional information.
"Los Suavecitos, Choreographer, Dancer, Founder; Teach elementary children Hispanic culture dances and dance at various schools."
President & Founder of the Whitney Young Yoga Club; Through founding and leading yoga club I have been able to help the mental and physical health of many WY students and varsity athletes.
Founder/Captain- Debate/Speech Team; Founded this team within my school. Train younger less experienced members. Compete in statewide/regional competitions.
Founder of Mu Alpha Theta (Math Honors Society); Founder.
Founder and President of the Ukulele Club; I started the club my junior year to teach members how to play the ukulele. I organize performances for special needs students and local groups.
Founder; I founded our school's chess club. We hold weekly tournaments along with the normal club for all students.
"Founder and writer of Stories' End, a webcomic.; I write scripts for the comics, wrangle deadlines for my wonderful but busy artists, and once the site launches, I'll maintain it."
"Brock's Books Box, founder & curator; I've established an independent book swap-for kids and grown-ups alike-outside my house, across the street from an elementary school."
Co-Founder of Computer Literacy Club; Taught special needs children basic concepts in computer literacy and operation.
Ping-Pong Club co-founder; I taught people to play ping pong at the introductory level.
"Founder/President of Executive Board, CN Ping-Pong; Petitioned for club; accrued 1/5 of total student body signiatures. Raised money for and assembled tables/other equipment. Organized club meetings."
Co-founder of a WeChat Platform B.O.O.K.; Set up online platform for second-hand book sales; drafted articles recommending books; organized fundraiser for autistic children.
Founder of Go club; Established the club on campus;Offered classes for Go fans and club members;Participated in many games of Go on behalf of school.
Founder/Leader of Right to Information Initiative; Formulated a paper on RTI in India;educated villagers in Maharashtra on Act and helped teach the procedure and fill out forms;lent further assistance.
"Founder, School Band; Organized regular rehearsal and played the keyboard; performed in school events; performed for a music store's ceremony in exchange for a voice box."
President & Co-Founder. Global Awareness Club; Teaching foreign students Mandarin. Co-founded a club focusing on global understanding. Won Award on Culture Promotion between China and Thailand.
"Founder, Captain, Bridge Model Building Club; Delivered lectures sharing best competition practices to club members; Organized a guest lecture by an architect; Recruited 14 new members."
"Founder, Calligraphy Club; Taught English Calligraphy introductory courses and organized practice for club members on a weekly basis."
"Founder and CEO of ""Akyla""""; The most exciting and intense professional experience I have is certainly the setting up of an online fashion store that promotes African designers ."
"Founder of a school environmental club; Organized ""Collecting Bottle Competition"" activity and ""Tree Planting Activity"" for environmental protect. The size of club doubled during one year.""."
Founder of calligraphy club; Founded the calligraphy club to call on more and more students pay attention to Chinese characters. Organzied an exhibition at the end of the year.
"Founder and Leader of ""Opportunity Weekend""""; ""Opportunity Weekend"" is the first volunteering and courses Fair in Romania. The second edition gathered over 1600 teenagers visiting the fair.""."
"Founder of ""The Inspiration Factory""""; Organizing in Bucharest over 3 motivational conferences where I was one of the motivational speakers."
Founder and Research Director at Vremsafim.ro site; I helped creating the vision and lead the research team of the first job site for teenagers in Romania.
Founder and leader of Love-Transmission Organizati; Organized series activities to help Yuexi mountain village students.
Founder of Binti Dolls Fundraiser; I helped organise to raise funds and sell Binti dolls in my school shop in collaboration with a woman in Tanzania for Fistula rehabilitation.
"Co-Founder/ Chairman of the Investment Club; In my senior year, a teacher and I founded the South Kent Investment Club. We would discuss and analyze stocks and decide if a stock was worth buying."
Founder and President of ScoliAngels; We raise scoliosis awareness and work with F.O.C.O.S. hospital in Ghana to raise money for people with scoliosis and other orthopedic diseases.
Founded SALT(Students Actively Leading Tomorrow); I was voted President of the SALT Club I made to bring local community service opportunities to students at my school.
Model United Nations Club Leader and Co-founder; Teaching younger students on how to delegate and structure resolutions and promote MUN.
Founder and Head of Sports Committee; Fundraising to purchase new uniforms and promoting school spirit for sports teams.
Founder & President of 3D Printing Club (MBHS); I oversee technical and equipment requirements and offer instruction and mentoring on 3D printing to students.
"Founder of Abroamerica; An online platform that shares the experience of studying abroad; responsible for task allocation, drafting articles, and activities organization."
"Founder and President- BondingThrough K-Pop Club; I provide an outlet for students from various backgrounds who share a common interest which if often considered ""strange"" and ""disliked"" ""."
"Founder/Water is the Answer (WIA); We drill wells to provide rural villages with clean water: bettering communities by combatting poverty, underdevelopment, and poor sanitation."
"Founder & President, High School Investment Club; Taught finance and economics to over 60 students and participated in several competitions winning at Harvard and Wharton's Investment Competitions."
"Founder & CEO, Derivative Asset Strategies; Founded this private equity services company for the TYE/TiE business plan competition. I am continuing to  research on fixed income and derivatives."
Co-Founder and CTO of Babel; Co-Founded this language learning solutions company for the TYE/TiE business plan competition. Won 1st place in Mid-Atlantic regional competition.
AUC ACE Club Co-founder; Created recycling boxes for each of the classrooms in school.
"Co-founder&Financial Officer, Run for Meal Company; Designed apps for students to order food online; reduced time of delivery and waste food, communicated with software producers and clients."
"Founder and President - Magic: the Gathering Club; Magic is a trading card game often compared to chess. This club teaches members about the game, and connects them with like-minded students."
"Founder and Researcher of ""Dandelion Project""""; Interviewed two indigent girls in Sichuan and held an exhibition at school and was reported; Called on more people to join and help people in need."
"Founder,""Love Fund Charity""for the Nepali Children""; Sold nepali cultural emblems on sports meeting; Donated the earnings RMB 2320 to the children; Organized an Nepal culture exhibition at school museum."
"Co-founder&Conductor in School Chamber Music Band; 6 members, mainly classical music, had 2 performances and preparing for a concert now."
Founded a business venture; Co-founded a small intiative of baking/selling cupcakes to raise money for an orphanage and acquire first hand knowledge of how a business works.
Founder and Coordinator; School online music fans group. I organized students in my school in an online forum and we shared and discussed all kinds of music.
"Founder of MicroCool, a computer programming club; Under my direction, the club held its first code contest, completed a security inspection on public WiFi, and offered coding courses to students."
"Co-founder/Co-president of weSTEAM; We do science, technology, engineering, art, mathematics activities with underprivileged children; President's Volunteer Service Award -gold recipient."
"Co-founder of Partnerio student organization; Created a website, and a public media account that has over 15,000 followers. Gained investment of over 30,000 RMB."
Founder & President of Soccer With Dignity Inc.; Nonprofit organization that helps impoverished communities through soccer/Website received 3000+ views/Sending 300+ soccer related goods to Haiti!.
Founder of Opportunity Weekend; The first volunteer fair in Romania that encourage students to get involved in the community through volunteer activities and discover their passion.
"Hindu Temple Youth Group, president, founder, etc.; In the summer of 2015, I founded the HTYG to connect the Indian youth to their cultural heritage. We've volunteered at local shelters, fundraised, etc."
Co-founder and CEO of safe respondr LLC; I served as the Co-founder and CEO of a technology Start-up that I started with a fellow classmate.
"School Psychology Club, Co-founder; Researched social psychology cases, organized social services aiming to help children with mental disorder."
"Japanese Culture (Anime) Club captain and founder; The members participated in chapel speeches, lip syncs, and global fests at school. During meetings we discuss and learn about Japanese culture."
Founder & President of Korean Culture Club; Founded my school's first Korean Culture Club with 31 current active members. Led weekly lunch meetings & taught bi-weekly Korean language courses.
"Korean Culture Club founder and president; Established a club to teach and share Korean culture to fellow students. Prepared proposals, recruited aides, and made lesson plans."
"Finance Club Founder, President, Managing Director; Founder and Managing Director at Cranbrook and Chaparral, President (12), 1st in local competition, led team to top quartile in UPenn competition."
"Learner and Founder; Learned speaking, writing, listening and reading German; Received an A1 certificate from Goethe Institute; Founded a German discussion group;."
One of the founders of USterns Group; Provided studying-abroad information for seniors through WeChat; wrote articles on how to learn with efficiency; wrote commentaries on recent events .
"Founder/President, Lenape HS Philosophy Club; Prepare materials for meetings. Lead and mediate discussions. Facilitated growth of club from 10 members in 2014 to 26 members in 2016."
"Founder and Leader of Myopia Eradicating Team; I recruited 10 regular team members, with whom I built a prototype eye-protecting product and disseminated knowledge about myopia."
"Co-founder of PLAYTODIE.com; Blog centered on music and fashion, has received praise from youth culture influencers such as Virgil Abloh, Heron Preston, and Ernest Baker."
"Founder of my schools Writing Center; This year, I founded the Writing Center at my school, which strives to help students perfect their college essays, and I volunteer as a tutor weekly."
"President/Co-Founder- Community Garden Committee; Orgnaized efforts, and planted first community garden at UGHS, with plans to donate harvest to local community food bank."
Co-founder of the Literacy Movement 4 More; Promotes literacy around the world through the construction of libraries and provision of essential resources such as technology and school supplies.
"President and Founder, Artistic Outreach; I coordinate students to perform music in hospitals and nursing homes, we make crafts/artwork for patients in the cancer center at a local hospital."
Founded AP Bio Tutor Program; I started a tutoring program for AP Bio during tutorial at my school. Help current students with concepts. Provide tips for efficiency.
"Founder/President AUC Animal Protection Club; Members raise awareness for wildlife protection on campus, participate in community service activities, and present ideas concerning conservation."
"Cofounder of IMPACS, Bay Area, CA; IMPACS has 5 branches in CA. Organized fundraising events; initiated scholarships and donations; presented at conventions for awareness on poverty."
"National History Bowl Team Founder, Captain; I founded my school's History Bowl Team and qualified the team for Nationals for two consecutive years."
"National Economics Challenge Team Captain, Founder; I started my school's team and placed #14 in the state in the 2015-2016 school year."
Founder of Social Psychology Society at school; Focused on how people perceive reality and discussed ideal social models. Invited experts as mentors. Lectures and counseling praised by students.
Founder of food-saving voluntary service; Led 25 volunteers to publicize food saving and food waste stopping by making posts and gift cards and sending out in cafeteria.
"Founder of network security protection forum; Published essays or photos on forum, attracted 300 members to publicize internet security and code of keeping a normative network order."
"Founder and President, School Photography Club; Trained members and taught them photographic skills; organized charity sales with photography works and donated the money to kids at rural areas."
Co-founder & Organizer of Audio Museum; Recruited 62 members;met with blind people help with their needs;recorded 50+ audio files on Museum relics for the blind under the guidance of Danuo Z.
"Founder & Organizer; Organized 23 members to help needy students in Xintai;  brought books, pens, and clothes for children; taught math, Chinese, English, and dance."
"Founder and Organizer of Green Option Organization; Directed activities on recycling, including reusing peels of oranges to make candies, recycling extra fat on sheep to make handmade soap."
"Co-founder of Voyage; A media to enrich students' extracurricular life. I led operation, management, strategic and event planning, outreach."
"Founder and Leader of School Criminology Club; Organized escape games to raise enthusiasm about criminology, invited criminology professionals to give lectures."
"Co-founder, Enlighten (a student club's Community); A branch within Voyage. Held seminars that attracted 32 clubs of 20 schools from 3 provinces; raised 13000 crowd funding from 251 supporters."
"Founder of Diversion (an info sharing platform); Write, edit and publish articles about student life and college application; increased followers from 4 to 200."
"BHSF Financial Club: Co-Founder, Writer, Organizer; Organized sim-merger competition, intro finance classes on bonds & investments; wrote column about 1998 Hong Kong Financial Crisis for club magazine."
Founder of Green Environmental Protection Assoc.; Led members to carry out environmental public welfare activities; Propagated environmental knowledge; Organized environmental enterprise tour.
Founder and Leader of School China Folk Art Club; Engaged in inheritance and promote Chinese Folk Art;  Learnt and spread traditional Chinese handicrafts to other students and presented to foreigners.
Founder of School Fitness Club; Recruited members; Fitness terminology explanation for new members; Designed personal fitness training plans; Led and trained members 2 times a week.
Founder/President of the Leadership Peace club; I helped students that lacked leadership skills/ confidence in the MUN break out of their shell by organizing informal debates. No formal recognition.
Founder/President of the GCS mentor club; A tutoring program for my classmates who seek such help or need advice. Certificate of recognition from school.
"Founder of School Magazine ""Summer""""; Supervised sections The World, Fictional Stories, and Quizzes. Collected and edited articles from columnists.Raised sponsorship from outside institute."
Co-Founder;Sichuan High School Student Meta Summit; Arranged location and logistics;raised funds;recruited students;invited undegraduate students as tutors;invited honored guests to give speeches.
Co-Founder; United States Academic Decathlon Club; Shared experience;created a platform where  2016 competitors teach 10 subjects to 2017 competitors; taught economic classes to the team for USAD 2017.
The founder of the Sudoku club in school; Handed out sudoku questions to members of the club weekly. Held sudoku-solving competition once in a month. Developed my schoolmates' logics.
The founder of the oil painting appreciation club; Taught the club member how to appreciate oil paintings correctly. Arranged club members to watch Claude Monet's art exhibition in Beijing.
Co-founder of Buzz Club; Helped educate students on the disappearance of the honey bee as well as built and maintain two functional beehives.
Samaritans 365 Chapter Co-Founder/ Co-President; Recruit members and organize philanthropic speakers for monthly meetings; attend service events and promote participation among the club members.
League Founder and Captain; Founded a Scarsdale recreational basketball league in 9th grade. Grew it from 4 teams/ 30 players to 10 teams/ 86 players in 12th grade.
"International Club, founder/leader; Help to introduce foreign exchange students to American culture."
"Youth Choir, co-founder and performer; Bassist, Guitarist, Mandolinist, co-leader in parish youth choir, performs once per month."
Computer Science Club; Co-Founder; Met weekly to discuss tech news or develop computer science skills or knowledge.
"Standing Together Association - Founder; Founded STA to support children with congenital cerebral palsy, organize fundraisers of $2000+, perform community outreach by tutoring Chinese dance."
Spanish Club- founder; This is a club that I started with my Spanish teacher in order to have an atmosphere where Spanish can be spoken out of the classroom.
"President/Founder of Model General Assembly Club; A mock legislative club in which you draft bills. I will be presiding as Youth Speaker of the House at state conference, over 550 students attend."
Founder and Owner of Business; I am currently working on a website that will serve as an online consignment tack shop.
Cofounder and VP Admin/ Project RISHI; Organize cultural activities to raise awareness about the Indian subcontinent. Funds collected are donated to charities related to rural India.
"Founder of clothing/lifestyle label; I am the graphic designer, social media manager, creative director, and co-founder of clothing and lifestyle brand ""Grove Worldwide"".""."
"Founder and President, Baking Club; Members bake individually & at my house, and hold weekly meetings to exchange treats and recipes. We sell baked goods to donate to the Malala Fund."
Co-founder of School Mathematical Modeling Club; Represented School Mathematical Modeling team; founded MM Club; guided regular practices;organized the first MM competition in school.
Founder of Star Trek Club at school; Organize Star Trek culture events at school;Hold regular thematic meetings with club members;Critique on Star Trek related literature and movies.
Founder of 'Voice of RDFZ' Project; Established a project to design creative profiles for different student groups & clubs;Help recording audio and video introductions of clubs.
"Chapter Founder of Spark, an Educational Charity; Established the school chapter and have expanded it to 29 members. Initiate online learning courses for charity schools and organize charity sales."
Co-founder of Hardware Testing Club; Organized 17 members to learn software testing for mobile devices and handsets world and how technology impacts software testing.
"Founder of Taichi Club; Promoted Taichi, a traditional Chinese martial art, through online/offline events in Shanghai so that more people would benefit from practicing Taichi."
"Co-Founder ,Children for clean; Clean local parks ,by picking up garbage and planting flowers."
"Founder of Arabic Tutoring in Woodstock, GA; I have developed a unique curriculum to tutor students in Arabic grammar. I hold class every Friday from 6:00 P.M - 8 P.M."
Founder of Gryphon Key Club; I helped found the Gryphon Key Club in the ninth grade. This club promotes community service and a willingness to help fellow citizens.
Founder of the Women in STEM Initiative; This program seeks to connect high school girls with women in STEM fields. These women serve as an inspiration & encouragement for student.
"Founder of CAIC (Chinese American Intl. Club); Founded CAIC and merged it into Sunny Club in senior, held various culture-based activities such as Chinese Culture Info Session, Food Night, etc."
"Founder/Mad Science Studio of school; We publish our own magazine and post biology-lecture video online. I'm in charge of marketing, columnists inviting&editing, overseeing publishing."
"Leader and founder/Neuroscience for Kids; give lectures and relevant textbooks to spread the advanced knowledge about neuroscience, hoping to bring awareness."
UNICEF Club (Founder/President); Officially recognized club by UNICEF at UN; founded to educate peers and community; raised funds to donate to UNICEF foundation.
"WeLive, Founder and Vice President; Planned to aid individuals with disabilities reach goals; mentored one individual previously unable to receive education in Chinese as 1st beneficiary."
"China in Change (Personal Website), Founder; Created website to provide opinions and educate on social issues relevant to China such as LGBT legalization, its education system and volunteerism."
"Owner and founder of ""Emplaundry""""; Founded Emplaundry to provide employment to villagers through government and NGO funded laundry kiosks."
"""Pot the Pothole"" & ""Tutority"": Co-Founder""; A government recognised initiative, ""Pot the Pothole"" aims at improving local roads. Tutority works towards educating the underprivileged.""."
"Founder, Book Club; Regularly assigned books to members. Discussed and analyzed plots and details in the books."
Founded Logical Decuction Club; I founded this club and organized logical deduction games and mystery book reading events. This club had over 20 members.
"Founder and Leader, English Speech Club; Founded club, organized speech competitions, and trained club members on detating global issues in English."
"Track and field team; Founder of the Jogging Club; Train in the school track and field team, specialized in middle-distance race; 800 meter race school champion; founded the Jogging Club."
"Founder and Manager, Tieyi Commerce Fair; Started Tieyi Commerce Fair and organized multiple student fairs; profit was used as the fund of the Charity Association."
"Founder and President of Music to My Ears; I organized, established, and currently manage the organization devoted to educating children about music and spreading the influence of music."
"Founder, Lead Organizer, Sampradaya Organization; Collect and donate books and stationary to those in need. Received recognition from the Rotary International Organization."
Founder of www.linking-together.com; Started an online website to provide an opportunity to trained Health Care Attendants seeking employment with potential employers.
Founder & head of School Chemistry Club; Instructed the methodology of practicing safe chemistry experiments; organized weekly chemistry enrichment classes.
Association Founder; Established Chinese Tea Ceremony Association to protect cultural heritage in my hometown.
Founder of international language club; Provide a diverse language environment for the students in our school.
Green Peace Club Co-founder and Treasurer; Club focused on educating the school and local community about sustainable development and alternative energy. Petitioned school to begin recycling.
"Cheers for Queers, Founder and President; I host and organize potlucks to unite the LGBTQ and straight communities. Through the breaking of bread, we stand together."
"Lit for Literacy, Founder and Co-President; We engage in student-led discussions about texts assigned in our English classes to aid students in their comprehension as a tutoring service."
Founder & Instructor of School Tai Chi Club; Plan and execute publicity&recruitment; lead weekly practice sessions; grow to 30+ members; teach foreigners and kids;organize perform in Art Festival.
"Founder, Micro Love Public Welfare League; Held charity performance and donated money for charity purpose;did community services in community;helped the elders to sell calligraphy and painting."
"Founder and president of the K-pop Dance Club; I founded the K-pop Dance club. As the president, I organize meetings and coordinate with the moderator to plan for school events."
Founder/MUN of International Department; Organize training and conferences; represented school to participate in Peace Responsibility Future MUN Conference held in Beijing and New York.
"Founder Health and Fitness Club; At TISB, I started a health and fitness club in boarding with emphasis on dietary habits and different kinds of exercises each week."
"Co-founder of School Corner Club; Created a platform for students to practice spoken English. Held weekly English Lectures, English Presentation Contests and online English activities."
"Founder & Volunteer for S.A.F.E*; Taught English conversation basics and other basic values such as forgiveness to inmates of a juvenile reformatory in Taejun, Korea."
"Founder & Team Leader, Debate Club ""Beacon""""; Led club only for homeschooled youth. Organized a variety of open-ended discussions: legalization of human organs, making voting mandatory, etc."
"Founder, Gender Forum; Founded club to arouse awareness of and promote discussion on gender equality, organized public gender forums and sex education lectures."
"Founder, Female Leadership Cultivation Association; Founded student feminism group which seeks to help develop female leadership, organized workshops and campaigns."
"Founder, Hangzhou to Hopkins e-magazine; Founded e-magazine with students from the Hopkins School in the USA, publishing issues covering news, culture, and debate."
"Founder, Local Food Awareness Project; Created project to document and preserve disappearing local food traditions through interviews and reports."
"Founder, School Running Club; Started School Running Club to practice long-distance running. Completed two marathon competitions."
"Chess Club, Vice President and Co-Founder; Get people around Cedar to play chess regardless of how good they are and get better by practicing and learning new strategies while also having fun."
"Organizer and Founder for Donations; For 7 years: donate 3,000 books, CDs, stationaries and clothes to children in 126 schools in China; write letters and chat online with many of them."
"Founder, Participant of Green Grass Summer Camp; Organize local flea market fairs; engage in cooperative outdoor games; bake cookies for migrant workers with for 60 Local Students."
"Founder of Youtube Channel : Tech Rebel; Started technology-based channel in 2013; upload videos like tutorials, unboxing, and reviews; has over 19000 subscribers and 1.6 million views."
"Founded Mock stock exchange at Business fair.; The aim was to help younger students understand business, so I founded the mock stock exchange, that made learning business interactive for grades 6-9."
Founder and President; Jewish Student Union. High school club organized to raise money and awareness for IDF soldiers and regular citizens in need.
"Founder and Director, School Volunteer Association; Founded the department, selected members, worked on activities related to environmental protection, community service, and more."
Founder - 21Nicole; Ecommerce - selling fashion jewellery online on Amazon.in and helped set-up the platform and create business ideas for the future.
Founder; A group for students meeting after school to do mini art lessons.
Co-founder; Selling sportswear clothing under an electronic shop.The overall sales that we profited helped us gain a tremendous amount of earnings.
Teacher at a special school founded by charity; I taught Chinese to ten Tibetan Children who came to Xi'an from the Tibetan region in Sichuan province. I taught them to speak and write in Mandarin.
"PonceTutors; Co-Founder, Tutor, and Videographer; Along with 3 other students, I tutor students at our former middle school. We also make videos on YouTube about the lesson covered."
"Founder of English Newspaper ""Black White Red""""; Founded the 1st student-run English newspaper in Chengdu. Sold more than 2000 copies each time and  had great influence among students."
"Ningxia Assoc. Union of Students, Founder & Pres.; The union covers high school & college students; promote intramural & interscholastic activities; exchange managerial experience; hold New Year Party."
"DiverSC - Charity Organization, founder and leader; Cooperate with companies to offer internship for college students; build a website for service; held curtain concerts in 2 cities calling no prejudice."
"Zongheng Debate Corporation, founder & president; Held intramural& interscholastic debate competitions; trained newcomers; developed a league of debate clubs including over 1000 members from Ningxia."
"Co-Founder of Masoom Organization; Recruited 120 students;Organized 10 skill dev workshops at 7 NGOs,hygiene and first-aid lessons at slum areas;Collected 350 books for 2 NGO libraries."
"Co-founder of ""Clutch'D""""; An accessory brand, initiated an online startup with my sister for promoting her designs.Created social media pages with posts using Photoshop."
"Precision Tutoring Founder; Tutoring in a variety of subjects in math, science, and social sciences through AP level courses."
"Muslim Student Association. Co-Founder, President; I started this club to unite my Muslims peers. With my efforts, all MSAs of Gwinnett County high schools now collaborate to serve our local community."
"Founder of International Curriculum Student Office; Founded in 2015, an online platform which helps the public to better understand IB program in Shanghai, establishing over 400 followers in a year."
"Founder of Student Market; Set up student store, selling stationary and old book storge. Hosted the 2016 WFLA second-hand book fair donating 2000 CNY revenue to school charity. ."
Founder/President; The Stuyvesant Thinker: an academic journal.
"President and Founder, Medical Directions; Invited medical professional and organized forum style lectures to broaden students' medical career perspectives. Activities included heart dissection."
Finance & Investment Club/ Co-Founder & Treasurer; learn about personal finance and investing.
"Founder and President of Help the Homeless Club; Visit homeless shelters, help clean, interact with the homeless community. Raise money and food for the benefit of these homeless shelters."
President and Founder of Ridge Embrace Kids Club; Organize meetings and activities to help the Embrace Kids Organization improve the quality of life of children with various traumas and cancers.
A.W.A.K.E Founder and President; A way for adolescents and kids emotionally The non-profit I'm in the process of starting for kids in abusive homes.
"GEMS Co Founder; It's a club I helped start at school, for discussion and outreach to younger girls with questions."
"Technology Entrepreneurs, Co-Founder/Finance Exec; Present and prepare weekly meetings on topics in technology and business; manage the club's finances."
founder; We prepared for debates and debated against each other. A big accomplishment as a club is going to our first debate. Where my partner and I won 3/5.
"Founder, The MacDuffie Photography Club; Worked for recruitment and training for members, led the club in school activities; made ads and introductory videos for school events and clubs."
"Founder, 'READY FOR SCHOOL' Service Initiative; Raised funds to donate school supplies (stationery, notebooks, backpacks etc) to children in need. Conducted awareness campaigns."
"Founder,  YOUNG INVESTORS' CLUB in High School; Taught my fellow students the principles of personal finance and stock market investing. Grew the club to over 45 members. Voted Most Exciting Club."
"Founder and President, School Business Club; Established a Business Club in school, organized simulated business contests and led the club to join a nationwide contest and won the 1st prize."
"Clean Addicts, co-founder and organiser; Me and my friends formed a group named ""Clean-Addicts"". As a part of this group we have organised cleaniness drives and donated food in orphanages.""."
President/Founder Millburn Citizens' Climate Lobby; I lobbied Congressmen in support of positive climate legislation and organized support for those pieces of legislation within my community.
"International ACT Discussion Group, Founder; Members share strategies and analyze practice exams. Currently, 28 participants have scored in the 99th percentile."
Co-founder and Secretary-People of Color Club; I helped create a student organization to support students of color on campus and in the world. .
Co-Founder of Give Pray Serve Club; A service-minded organization sponsored by The Salvation Army that allocates and organizes service opportunities for its members & other school clubs.
Founder and President of Orchestra Music Club; Recruited musicians; organized the club; played the oboe.
"Co-founder&Dept. Head; Science Base Associate Club; Responsible for club promotions and recruitment, produced club's advertising video. Held science festival, offer science education to nearby residents."
"Co-founder, Caring for The ""left-behind"" Children""; We Are With You -responsible for club promotions, recruitment and cooperation with other organizations. Participated in School LOVE Volunteer Activity."
Shrutilaya Outreach Program - Founder & Volunteer; I lead a team of 14 girls to organize events that bring dance to patients confined to nursing homes. Successfully held 3 programs.
"Founded a Philanthropy Club at my high school.; Led the group in weekly meetings, service trips (local and global), and regular community service events."
Founder of Fair Shot @ Lax; Spearheaded a non-profit organization that collects used lacrosse equipment and redistributes it to underprivileged children in NYC.
"Founder and Board Member of Race Relations Club; With a few of my peers, I founded the Race Relations Club, which focuses on challenging racial limitations through volunteer work and discussion."
Founder of Science Journal Club; We promote the individual passion for science. We share what we learn with each other with presentations and perform experiments that interest us.
Founder/President of The Medical Pioneers; The first established club of Herndon High School to provide research and opportunities relating to career interests in the field of Medicine.
Founder; I founded Anima Public Benefit Community to help orphans and homeless animals by raising donations and sending flyers.
Founder of Meharbaan; Founded a non-profit organisation and held 3 charity events in which food was distributed among 150 poor people.
"Founder of Russian Performance Group; Active member of the STL Russian community, as well as founder of a Russian kids' performance group that performs for local retirement homes."
Autism Speaks Club: Co-Founder and Vice President; Raise awareness of autism spectrum related disorders and the  challenges students on the spectrum face as they navigate academic and social settings.
"the founder of 'Math club' at Tucker high school; we compete with other schools in state, and I received an award for most correctly answered question within a time limit."
Sports Talk and Debate Club Co-Founder & President; Organize topics for weekly meetings. Set agenda.
Founder / President / Best Buddies; Founded a club to befriend the students of special needs.
"Founder, Bon Science, WeChat Official Account; See additional information."
"Founder, Abreast, Feminist Org.; Founded this feminist movement organization focusing on newly-released two-child policy;Planned and executed two public workshops concerning feminism."
"Co-Founder, Palette, Education Org.; In charge of chemistry online courses;Responsible of financial expenditure on the purchase of equipment and media publicity."
"Founders, Fan Page of Marcelo; Updated news & info of soccer player Marcelo on Weibo; translated news to Chinese; marketed the page to gain 20k+ followers; promoted Marcelo in China."
Leader and Founder of AiXi Organization; A group dedicated to supporting a local non-profit orphanage that provides free education for kids in poverty-stricken families.
"HipHop Dance Club (The founder and the leader); Under my leadership and choreography, we won the 1st place of the school WAB Idol competition and Beijing international schools dance battle."
Co-founder of the Maker Movement; Founded Maker TV.Published four books on innovation.Arranged Maker Faires to introduce the movement and 3D printing.
Co-Founder and VP of the HHS Travel Club; My friend and I started a club to promote learning about other cultures and travel and it was a big hit. We now gave the leadership of it to juniors.
"Eagles for Democracy/Co-founder, President; Young democrats club. During weekly meetings, current news is discussed and events are planned. Two congressmen have come to the school to speak."
"Co-founder/president of the Investment Club.; We used a website called Investopedia to practice trading on a virtual account where all members start with $100,000."
Founder of School Badminton Club; Managed the club's operation; organized and arranged the school badminton competitions; practiced together with the team members twice a week.
"Leader and founder of the Graded Swim Club; I am the founder of this swim team. A group of students training in partnership with a local gym, with the goal to compete in local swim meets."
"Founder, President, Board / Young Leaders of OC; Train peers for leadership positions, oversee general operations and facilitate events among branches. Oversee logistics such as the tutoring program."
"founder&president, Environmental Awareness Club; #NAME?"
"co-founder in Blue Ribbon Volunteer Station; cooperated with a rehabilitation Center for children and helped autism kids by setting up websites, holding charity performances, etc."
"Founded a Secondary school in rural Karnataka; Over 3 years, and $11,000 later, my effort translated into a secondary school in the rural of Karnataka. I routinely teach English and Politics."
"Co-founder of BONSCIENCE Network Platform; I am the co-founder of the platform which releases scientific articles on weekly basis. The topic covers biology, psychology and social science."
"Founder and Volunteer for Golf for PC; Play 54 holes of golf in a day for those who suffer from pancreatic cancer. I have raised over $8,000 that is donated to the Lustgarten Foundation."
"Co-Founder, Model United Nations; I co-founded the first MUN at Taoyuan American School, joined the Delegate Training Program, and participated in the Yale Model United Nations Taiwan."
"Founder, Ariel's Coffee Shop; I founded the coffee shop to serve specialty coffee to the local residents of Linkou, New Taipei City. I also designed everything in the shop."
"Co-Founder, Co-Editor, TYAS Yearbook Committee; I have co-founded the yearbook committee, drafted committee regulations, communicated with members, supervisors, and staff, and designed the yearbook."
"Founder,China1st Youth Nuclear Monitoring Alliance; Founded website to publicize nuclear knowledge;monitor nuclear radiation emission;with 350 members in 48 SL in 18  provinces;Set an Int'l department."
