commonappid,actnum,hondet,commonactid
16466542,1,"President of Phyche Caritas Society; Founded the nonprofit corporation and Psychology Club,held weekly meetings, raised funds with hand-made prints, volunteered at Children Autism Centre.",164665421
16466542,2,"President of the Law and Justice Club (Mock Trial); founded club, organize bi-monthly meetings, prepared members for competitions, invited guest speaker, volunteered for League of Women Voters.",164665422
16466542,6,"Leader&founder, Photography Club; led meetings(field trips)four times/week,held annual exhibitions,invited photographers as speakers,completed project with NatGeo in France&Switzerland.",164665426
16466549,1,Founder & pres. School Mock Trial Club; Help students to cultivate their interest in law and Introduce students to the possibility of future study or employment in law.,164665491
16466549,4,Economics Club; Founder and participant.,164665494
16466569,8,"Co-Founder, Recycling club; recycled around school area once a week, promoted green life style on campus, and designed posters on the benefits of recycling.",164665698
16466879,2,"founder of Science Olympiad division B team; I created and currently lead a Science Olympiad club at my local middle school. This year, we are doing a trial run and do not compete.",164668792
16467155,4,"Founder/President of school's first feminism club,; Organized and co-created with another student the school's first feminism club, strengthened and expanded group in second year, focusing on diversity.",164671554
16467437,3,"Co-Founder, Creative Logic Technology Group (CLTG); Co-inventor of a new messaging application for group messaging; patent application pending.",164674373
16467651,8,"Rotary's Interact Club founding member; visits retirement communities & senior homes, assists at school festivals & Arizona's Integrated Medical Services marathons, etc.",164676518
16467848,2,"Founder President of Operation Smile SIS; Founder and operating President of the newly created student branch of the global charity, ""Operation Smile."""".",164678482
16467848,3,"Founder President of SIS MBS (Mind Body Soul); Founder and operating President of MBS, a club focused on the general well-being and health of the SIS student population.",164678483
16468228,4,member; founding member.,164682284
16468228,5,Amnesty International; founding member.,164682285
16468672,2,"I am an IB Ambassador.; As an ambassador, I lead several volunteer programs. I am the student coordinator and founder of the tutoring program and won the PCYC award last year.",164686722
16468672,4,"Founder and Student Coordinator of OHS Tutoring.; developed the idea, created  a program that could help struggling students, arranged the student website to make access easier.",164686724
16468904,9,"Co-founder and VP, Ski Club; Organize ski trips to various mountains; create videos of members skiing; recruit new members by various fundraisers and social media posts.",164689049
16469168,2,"Co-Founder and VP, Table Tennis Club; Obtained administrative approval for new club, recruited members, constructed budget, and organize and attend local tournaments throughout the year.",164691682
16469168,3,"Co-founder and President, Mock Trial Club; Obtained faculty approval, recruited new members, organize weekly meetings to train members for state tournament. Improve public speaking skills.",164691683
16469168,6,"Tutor, Peer to Peer Tutoring, Founding Member; Tutor for in school volunteer tutoring service for all high school students. Subjects tutored: math and science.",164691686
16469230,1,"Co-Founder of Miami Sports Site, thesportsaga.com; In addition to writing weekly news articles, created several algorithms and statistical rankings.",164692301
16469328,7,"Founder, I Care, I Cure Art Auction; I started an Art Auction with help of I care I cure.",164693287
16470374,5,"Founder and President of Operation Smile Chapter; Taking part in this organization, allowed me to raise money for poor and underprivileged children in developing countries with cleft palate disease.",164703745
16470547,4,Secretary General and Security Council for SCSMUN; Participated in several model UNs. One of the founders of the UN club at my school and later on became Secretary General and president for the SC.,164705474
16471415,4,"Co-founder, Head of Sports and Lifestyle Newspaper; I helped start the newspaper at my school and have helped set it up from the bottom. I am the head of sports and lifestyle.",164714154
16472069,1,"Co-founder&president/Technology Innovation Club; Organized 50+ STEM activities(e.g.tesla coil building), 10 exhibitions, 6 career talks (10 professionals invited), 4 univ. lab/research center visits.",164720691
16472389,8,"Founder and leader, Co-charity Book Bar.; Initiated book bar in Zhixin High School, mainly selling drinks and dessert to customers. Donated benefits to Show Your Love Charity Party.",164723898
16472451,3,"Film Club Member and Founder, Blackeye Film Co.; Write scripts for, act in and lead post-production editing for short films with quality filters and special effects; use internet for fundraising.",164724513
16472572,9,"Mentors for Others Club-VP/Cofounder; Partner with local group to provide peer mentorship for teens with Autism spectrum disorders; recruit members, organize monthly social activities.",164725729
16472594,2,Co-Founder of Business Simulation Club; Gave out public speech and successfully recruited 120 members. Designed course materials and managed logistics for every meeting.,164725942
16473488,1,Vice President/Model United Nations Club; I was the founder of the school charity bazaar and one of the main organizers to hold the First Jiangxi province Middle School Students MUN Conference.,164734881
16473584,3,"Co-Founder, Player, Marketing; Created a soccer club for local indoor fields. Organized sponsors to fund our team.",164735843
16473600,4,"Find Club, Founder; Search for and participate in volunteer activities that help blind and disabled in the local community. Attended Asia-Pacific Glaucoma Congress.",164736004
16473671,2,"Co-founder, Drone Racing &Aerial Photography Club; Initiated Dalian drone racing club; built a race track; uploaded 100+ tutorials, filmed 360 view aerial photographs; gained 190,000+ subscribers.",164736712
16473671,8,Founder of Teach for Pupils; Led 4 groups to teach basic physics in Zhujing Hope School in DaTan: taught 200 +students Rubik's Cube; in charge of the program evaluation.,164736718
16473672,4,"Music & Performance Club, Co-Founder; Managed logistics for clubs to perform in school events (Carnival, Talent Shows); fundraised and raised $300 for school events through bake sale.",164736724
16473741,8,"Founder, ""Care for the Foreigners"" Group""; Invite foreign friends and schedule salon meetings to communicate with them;Establish platform to propagate our philosophy and share our activities.",164737418
16473780,3,"Math Club: Co-Founder, Co-Head; Help students with math, give weekly fun problems, paradoxes; share math insights. Average meeting attendance: 30.",164737803
16473780,4,"Math Tutoring Center: Founder, Tutor; Join math department meetings for info on what students need; tutor 2 days/wk at lunch; send out surveys to collect data on problematic topics.",164737804
16473780,5,"Math Team: Founder, Captain; Recruit team members; register for competitions; find advisor; train, compete w/ team. Joined AMC, Moody's Mega Math Challenge, WPI Math Invitational.",164737805
16473802,2,Math Club Founder; Encouraged the interest for Mathematics among students and helped teach Olympiad level Maths to junior participants (Grade 6-8).,164738022
16476170,3,Founder & Leader of NutriSport; NutriSport is a non-profit organisation that works with underprivileged kids. We work to empower them to lead a more balanced and healthy lifestyle.,164761703
16476214,2,Edgemont Supporting The World Food Programme; Co-founder and Co-President of 40 member school club that raises funds and awareness for The World Food Programme.,164762142
16476811,3,"President/Founder: Muslim Students' Association; Recruited/led 50 students,united MSAs around Gwinnett,led meetings/discussions,hosted picnics,built community between Muslims at GSMST.",164768113
16476918,1,"""English Amigo"" Founder""; Founded an organization that teaches English to recently immigrated Spanish speakers.",164769181
16476918,3,Founder Automotive Club; Club for students who are interested in cars to discuss with peers.,164769183
16477403,3,"Founder and CEO of Project Saku; Fundraising and production/distribution of 1,600 ponchos for less affluent children facing extremely cold temperatures in Peruvian Highlands.",164774033
16477431,4,"Club Founder; I founded the German Herritage Club at Jesuit High School. We held meetings weekly to hark back to our German roots, and we put on German events.",164774314
16477586,4,"Founder, Treasurer, Sports For The Community; A club founded with a group of friends to bring physical education to the less fortunate in Panama City.",164775864
16477904,2,Co Founder of German Club; showcasing the German language and culture to hs students.,164779042
16480085,2,Chair of Organization and Recruitment; The Teen Board at Central Synagogue. I was a founding member and I am in charge of organizing events for teens at the religious school.,164800852
16481914,1,"Founder, Reminiscing Rhythm; A program at local nursing homes to help senior citizens fight memory loss, restore old memories, and find joy through the power of music.",164819141
16481914,6,"Co-founder, Intergenerational Conversation; A program to bring youth closer to senior citizens through the sharing of memories which is meaningful to both sides.",164819146
16482175,2,Co-founder and Co-leader; Tutoring grades k-8 in the subjects they need help with and enlisting volunteers to help achieve that goal.,164821752
16482239,2,Founder/Academic Magnet Competing Chess Club; I founded a competitive chess club at AMHS. I started this club so that we could compete against other schools and students.,164822392
16482890,4,"Founder & Treasurer, American Red Cross; Head Citizen CPR certification classes, food drives, and in charge of collecting fees and fundraising.",164828904
16483395,3,"Founder / Peer Volunteer Group; Go to Pamplona(Shanty Town) to teach English, use basic computer tools (Word, Excel, Powerpoint), and assist with dental fluorization campaigns.",164833953
16483516,2,Founder of Photography Club; Founded school photography club; acquired techniques for photography; organized community activities to improve my leadership.,164835162
16483611,4,"President, Founder, UHS Dreams Club; Organized events to raise awareness of the disabled community, ran daycare services, and fundraised for research in Autism and Down Syndrome.",164836114
16483759,3,"Co-founder, Wintersweet Traveling; Inspired by entrepreneurship class at Stanford Summer College; Designed to provide diversity travel services for international students and tourists.",164837593
16483996,1,"Founder of the ERC (Emergency Response Committee); A focused committee of elementary, middle and high school students that tackles global crises together.",164839961
16484111,2,"Founder & President of Chinese Student Association; organized cultural events to bring Chinese and all students together regardless the races; produced the best student production, the Spring Gala show.",164841112
16484652,6,"president of Stuyvesant Comedy Club; Co-founded the comedy club and organized bi-weekly club meetings. During club meetings, members would do activities, perform and have a good laugh.",164846526
16485266,3,Cofounder of Project Sunshine on my campus; Organized charity performances; raised 5018.1 RMB; visited sick children in hospitals to provide recreation.,164852663
16485266,6,Founder of Chinese Folk Music Club; Restored an abandoned place for club use; organized rehearsals and attended performances; held lectures in school on traditional music.,164852666
16485302,6,"Co-Founder, Next Match Foundation; From 11/2014, worked with a student group to promote the ""pay it forward"" concept by challenging people to apply it to their everyday situations."".",164853026
16485387,4,"Dear Doctor Rwanda, Co-Founder&vice President; organised workshops with doctors and health institutes, fundraising events for vulnerable children, received certificate of recognition.",164853874
16485446,3,Founder - Kaushal-Vocational Training program; - Organized 2 month workshop to train 12 women on Sewing. Got 4 women employment and various production orders for others.Program is adopted by school.,164854463
16485446,8,"Founder and core committee member at Bullionaires; Spearheaded the formulation & organization of 4 events in the business fest, leading a team of 25. Introduced 'Let's go shopping'-charity event.",164854468
16485509,4,"Founder, Live To Love Charity Group; We help orphan kids and those who have a lack of start in life.We helped flood victims and managed to donate more than 10000$.",164855094
16485537,4,Core member of School Chinese Philosophy Club; Founded Chinese Philosophy Club (100 active members); hosted weekly discussions and meetings according to traditional Chinese philosophy rituals.,164855374
16485537,5,Co-founder of School World History Club; Conducted research about differences in royal lifestyle and 18th century politics between Asian royal families and those of Europeans.,164855375
16485745,1,"NKMUN - Co-Founder, Program Director; Recruited 12 core members to introduce MUN to 20 participants; Organized 2 training sessions and weekly debates on several topics.",164857451
16485809,2,"Founder and Trainer, First-aid Group; Founded First-aid Group, organized and gave First-aid training to 2000 students in 4 schools, published 4 first-aid articles on school website.",164858092
16485811,5,"Founder; ""Teatime"" Club""; Started a bakery club selling handmade cakes; developed practical skills in marketing, manufacturing, website design, advertising, and time management.",164858115
16486432,1,"Biology Honor Society, President and Founder; Established a tutoring system among students, allows members to receive personalized tutoring from an administrator with a Masters in Education.",164864321
16487048,6,"Guitar player and founder of NOVA,  a campus band; We performed in various events, such as Club Day, the Art Festival, and Chrismas Talent Show. We won the ""Top Ten Singer"" title."".",164870486
16487264,2,"Founder of Robotics Team on Campus; After the Lego NXT STEAM project in 10th grade, I built a team of students passionate about robotics where I learned to lead effectively.",164872642
16487366,6,"Founder of Project Matchmakers; Raised 10,000 SGD for Bone Marrow Donor Programme (Singapore) and educated the public about blood diseases and bone marrow transplant.",164873666
16487585,3,"President and Co-Founder of Family-to-Family Club; Organize drives for food, clothing, and books for underprivileged families. Collaborate in establishing ""Closet for Good"" pop-up thrift shops."".",164875853
16487686,6,"Founder of the ""Club Club""""; the ""Club Club"" is a club that changes theme every month, the purpose being to meet new people, have fun, and relieve the tension of school"".",164876866
16487782,2,"Hang Out Heroes:  Co-Founder; At Pittsburgh Children's Hospital and Ronald McDonald House, we dress as Super Heroes and hang out with the kids to brighten their day.",164877822
16487782,4,"Founder, Owner, Salesman of Mark's Custom Cornhole; Salesman and Craftsman: build and paint Custom Cornhole boards and meet the needs of my customers.",164877824
16489454,3,Co-founder of men's volleyball at our school; Starting Player.,164894543
16489454,6,LJCD Radio Talk Show; Co-founder and Co-host.,164894546
16489454,7,Film Club; Co-founder/Leader.,164894547
16489987,4,Co-founder and President of TheHighlandNucleus; The Highland Nucleus is my high school's online science journal that was created by a fellow students and I.,164899874
16490258,7,"Founding Member, Documentary Club; I was a founding member of documentary club where we watched and discussed documentaries.",164902587
16491025,5,Women in Government Co-Founder; Co-Founded this club in order to raise awareness and volunteer for women in politics and running for elections.,164910255
16491152,1,"Co-President and Founder of HOSA Club; Started and presided over recognized HOSA chapter - guest physician speakers, healthcare community service opps, set up physician shadow opps for club.",164911521
16491401,3,Founder of Scholar Loop Program (peer tutoring); Four days a week a scholar loop is held for students who have questions or need help in a particular subject.,164914013
16491790,9,"2nd violinist in volunteer quartet, founder; The string quartet I founded plays music at retirement homes.",164917909
16492559,1,Spanish Outreach Club-President and Founder; Prepared adult immigrants for citizenship test and visited undocumented migrants at the ICE Detention Center. http://spanishoutreach.weebly.com/.,164925591
16493062,6,First Aid For All: Co-founder; Founded a campaign that teaches students at local schools first aid.,164930626
16493500,4,"Founder and President of Walk With a Doc Forsyth; Nonprofit dedicated to encouraging healthy physical activity in people, and reversing the nationwide epidemic of obesity in order to improve health.",164935004
16493500,6,Founder and President of Worry Less Limit Stress.; Nonprofit created to decrease stress resulting from daily life and furthermore improve the health and well-being of those under such circumstances.,164935006
16493648,4,co-founder; I organize a soccer league on Sunday's for teens.,164936484
16494722,3,"Founder&Vice Chair, Society of St.Vincent ,HKMCC; Led meetings, organized volunteer project ideas & fundraisers, prepared food for homeless, earned  Congressional Award( Gold) , Ozanam Service Award.",164947223
16494730,2,"Founder - Geowarriors Outdoor Club; Founded outdoors club, led 4 excursions with more than 10 participants each, learned camping and outdoor survival skills and trained team members.",164947302
16494910,3,"President (2 years) Imprint Club at school; Founded the first animal rights club, raised awareness in school by organizing a prominent speaker series.",164949103
16495104,3,Co founder of Artifice- School literary magazine; Students submit their art and writing to us where we then choose the best pieces for the published book that we design and publish.,164951043
16495203,4,"Founder & President, Writer Group & Book Club; Selected group writing topics; Guided constructive criticism in meetings; Compiled anthology of club poems, short stories, & articles.",164952034
16495203,5,"Founder & President, Annual Used Book Fundraise; Collected 600 used book donations from schoolmates; Resold used books at inaugural one-day sale; Donated proceeds of over 1,000 rmb to Red Cross.",164952035
16495237,8,"Founder, Audiobook Broadcaster; Self-initiated an online radio station and broadcast audiobook ""A Storied Life of A. J. Fikry"" to more than 1,000 audiences."".",164952378
16495299,3,"Founder, School Math Tutor Club; Held monthly events to cultivate peers' interest in math; Led 20 top students to help juniors with math exercises; Regularly updated Club WeChat posts.",164952993
16495299,8,"Founder & President, School Badminton Club; Recruited over 50 members; Managed daily affairs; Organized 2 in-campus games each year; Won individual silver medal in 2016 school sports meeting.",164952998
16495299,9,"Founder, Online Communication Platform for Elderly; Launched an online platform to facilitate communication and enrich life of 150+ local elderly; Planned and held weekly gatherings on different topics.",164952999
16495420,2,Co-Founder; Founded the Badminton club with my friends and added it as a sports team for our school.,164954202
16495503,9,"Model United Nations; Co-Founder, competed and, placed 1st or 2nd at every regional competition with over 50 entries, represented countries in the General Assembly.",164955039
16495643,9,Founder / Social Media Page; I share mental health information on my page. I communicate with followers and have received a lot of good feedback.,164956439
16495690,5,"Founder of the Rock E Club; Held activities like English speech, debate and movie dubbing,solved survival crisis of the club, held big events and found cooperation with companies.",164956905
16495721,1,Founder  Novelty Creative Reading Club; Created the club principle of creativity and critical thinking; organized weekly activities; conducted the Reading Season and Novelty Forum.,164957211
16495764,8,"Founder and President of New Smash Club; I created and continue to facilitate the eSport training and practice club, which has become one of the most attended clubs at Heschel.",164957648
16495999,1,"Founder, RELAY--an internet-based non-profit APP; Founded to enable students to exchange their spared resources.Inspired by the concept of share economy.In charge of design,promotion and maintenance.",164959991
16495999,2,"Founder/Lead singer/Lead guitarist,MOP-A Rock Band; In charge during rehearsal.Advised members on their playing of instruments.Performed multiple times on school parties.Received good feedbacks.",164959992
16496145,8,"Head of propaganda department/environmental club; co-founder of the Environmental Club in Xinghai high school; organize ""Walk for Life"" event; promote Animal Protection Association of Suzhou;"".",164961458
16496201,2,"Founder, Art Club; Studied the Chinese zither, crossbow, wood cutting, and seal cutting, with like-minded members.",164962012
16496303,3,Founder; Jingxing Subtitle Group; Organized the project with the aim of promoting Chinese culture to the world;Collaborated with the Dean of Confucius Institution in New Brunswick.,164963033
16496388,4,Soccer Fanclub Founder/Administrator; Founder of Vidal's Chinese Fanclub (unofficial) and member of administrators of China Bayern Fanclub (official); translate news; write match analysis.,164963884
16496434,1,founder of Zhuanyu Food Club and food blog; I created this Club in 2014.Our members turned into 50 within one year. I also started food blog with more than 300 readers.,164964341
16496479,2,"Founder of ""Dressing Room"" Project""; Designed new clothes for Uyghur girls aged from 12 to 16 in Xinjiang, taught them to use smart phone and promoted women's rights to higher education.",164964792
16496479,4,"Founder of Child Safety Seat Project; Promoted the use of child safety seats in community and on social media, and call for legislation of its use by raising public awareness.",164964794
16496479,6,"Founder and Organizer of ""Hot Pack Project""""; Launched the donation of hot packs to female sanitation workers in winter, and raised the public awareness of the working environment for women.",164964796
16496517,2,The Pet Network Society China: Founder; Adopted 80+ cats. Raised money through charity sales/sponsorship from major corporations. Donated 80% earnings to various animal abuse prevention NPOs.,164965172
16496517,5,"The Pet Network (petnetcn.com): Founder; Created an online platform for the pet community in Shanghai. Attained 300+ users. Promoted shared information, collaboration & user-driven service.",164965175
16496517,7,"Marketing Club: Co-founder, Vice President; Managed funds, recruited new members, cooperated with and pitched to local businesses, taught students about marketing fundamentals and principles.",164965177
16496752,8,"Book Club, Environmental Club, Art Club; Participated in all of the above for many years, student leader of both Book Club and Environmental Club and founding member of Art Club.",164967528
16496755,1,Guitarist and manager in local band; Co-founded rock band. Advertised for and selected new members. Promoted band to local venues and networked with other bands to plan benefit concert.,164967551
16496887,1,"She's the First; Founder and President of CCS Chapter of She's the First, an organization that raises funds for girls' education in low-income countries.",164968871
16496962,1,"CEO, Founder & Producer, Masstivity Records; Promote unique perspectives of hip-hop. Manage aspiring rappers. Produce music videos.",164969621
16497202,5,"Founder and President, School Art Club; Led all members for the 2500th Anniversary of Yangzhou City.",164972025
16497789,1,"Founder & President, LGBT Club; Organize weekly discussion groups; raise public awareness of diverse communities of sexualities; subtitled LGBT educational videos in Chinese.",164977891
16497789,2,"Founder, Anime Club; Hosted weekly meetings with club members; planned and organized special events, such as cosplay show, movie night, and video editing workshop.",164977892
16498967,3,Founder of Chinese Club; Introduced and spread Chinese culture by organizing Chinese calligraphy and art show.,164989673
16498980,1,"Co-founder and president of Product Design Club; Co-founded and run the club, organized members to design industrial products, such as iPhone cases and had them manufactured; held seminars.",164989801
16498980,2,"Thrivart co-founder and organiser; Donated oil paintings and made more than $300 for charity sale, which is a non-profit organisation i founded selling artworks for young artists.",164989802
16498980,3,"Co-founder of Band ""Super Hero in Trouble""""; Co-founded the band with other two players, practiced musical skills and rehearsed songs, performed as one of ten programs in the Winter Musical.",164989803
16498980,7,"Founder and operator of two official social media; Opened and run an art blog. Wrote original articles and organized activities through the accounts, which have 500+ followers.",164989807
16499759,1,"Secretary General, Co-Founder; Initiate a MUN Training Organization which is the first of its kind in Singapore and we coached over 50 participants from different junior colleges.",164997591
16499759,3,"Initiator, Seller, Supervisor; Founded the largest hotel membership sales team online. Developed 32 sub-agents around the world. Made a profit of 50,000 dollars in 3 months.",164997593
16499759,5,"Co-founder of a startup club (HEJU) in Hangzhou.; Help business lovers generate startup ideas and approach venture captalists. Guided 7 startup teams. Held 3 business competitions, 4 sharing sessions.",164997595
16500823,2,"Club Founder/President; In this club, I and several of my classmates met to discuss computers and technology at our school.",165008232
16500823,4,"Club Founder of Model United Nations Club; I founded this club to increase the student body's knowledge of foreign affairs, the UN, and the world.",165008234
16502425,1,"Founder and owner, My Algorithm website; Created and designed methodology and code to launch college search engine (http://myalgorithm.xyz/#/home). Administer and maintain website.",165024251
16502425,2,"Co-founder, ED IT Production; Launched start up with film, photography, and production editing services. Contracted for range of services by private clients.",165024252
16502425,3,"Co-Founder, ED IT for Charity; Created pro bono documenting and advertising organization offering services to nonprofits to aid in disseminating their messages.",165024253
16503213,9,Brunswick EMS Club; I founded a new EMS club at my school. Our goal is to get students involved in the Emergency Medical Services and provide educational opportunities.,165032139
16504266,4,"Founder/President, American Sign Language Club; Organized the club, spread awareness of the deaf and blind, learned basic signs, publicized local events, and discussed deaf and ASL exposure in media.",165042664
16504272,3,"Captain/Founder of the Harrison Squash Team; Organized matches and lead practices. Lead team to the top ten at Nationals. Collaborated with City Squash, a volunteer program for inner-city kids.",165042723
16504272,7,"Captain/Founder of the Harrison Marathon Team; Partnered with Memorial Sloan Kettering Cancer Center. Over 30 members, trained inexperienced members to run a half and full marathon. Raised $5,000.",165042727
16504400,1,"Founder, Chinese Culture Study; Hold lectures about Chinese literature masterpieces and wrote personal reflections on them. Lead weekly reading saloon.",165044001
16504668,3,"Harry Potter Club Founder and President; Planned, supervised and coordinated themed activities each week. Led group discussion and analysis. Wrote and directed a short skit with club members.",165046683
16504700,7,President and Co-Founder of Meditation Club; In this club we create a stress free environment for students who need to relax in a safe zone. I would lead meditating as President and help train.,165047007
16504973,5,"Valley PT, Founder; Increased awareness of resources to help the physically disabled, offering resources to students who have physically disabled family members.",165049735
16504973,8,"PAVA District 5, President/Founder; Led environmental clean-ups and beautification efforts for low income neighborhoods and providing meals to the homeless.",165049738
16505114,4,"Founder/Changsha Student Cycling Association; As chairman of 1st Yali Cycling Club, integrated 6 other school cycling clubs; recruited 300+ members; organized 1st local student cycling competition.",165051144
16505151,3,"Co-founder, Sanskriti Opportunities; Developed a website and Android app that connect students with volunteer and internship opportunities; won IILM Entrepreneurship Challenge in 2015.",165051513
16505168,2,"Founding President of CheckMate; CheckMate was a chess society, the first of its kind in my school and I was voted its president while also simultaneously being the founder.",165051682
16505259,1,Magic Club/Founder; Organised monthly magic shows on campus; revenues generated from entrance fees were donated to impoverished budding magicians in Kenya.,165052591
16505263,5,"Cofounder and Leader of ME to WE TASIS; ME to WE Club aims to committ students to local and international community action, serving as the HR for a variety of club/organizations.",165052635
16505567,4,"Treasurer, Chinese National Honor Society; Founding member of school's first Chinese National Honor Society. Planned and organized first ever fundraising event, earning over $1800.",165055674
16505687,3,"Founder and Chairman, Economics Society; Founded and led the Economics and Business Management Society of Repton School Dubai; lead career research projects and discussion platforms.",165056873
16506155,3,"Co-Founder of the Supper Club; Two Mondays each month, all members of the club bring homemade food into school, sell the food, and give all profits to our local food bank.",165061553
16506404,1,"Kidane Meheret Orphanage, Charity Club at school; Tutored children at Kidane Meheret Orphanage, founding member of Charity Club at my school, organized fundraising events to raise money for orphanages.",165064041
16506404,3,"Art Club (school) and a summer arts program; Active member of the summer arts program, founding member of Art Club at school, organized art exhibitions at school, my art works were also displayed.",165064043
16507361,5,Social Studies Honor Society/Founder and President; Our chapter develops history-oriented projects for our members to take part in around the community.,165073615
16507744,2,Player; Co-founder of the badminton club and trained with colleagues.,165077442
16508702,9,Founder and leader of J and the Gentleman; J and the Gentleman is a jazz combo that volunteers for several community events and fundraisers.,165087029
16509148,4,"""The Broviet Union,"" Co-Founder and Director""; Co-founded all-male comedy acapella group of 80% first time singers, arrange music, teach & direct 15 members, plan rehearsals and performances.",165091484
16509148,6,"Jewish Student Union, Founder and President; Founded local chapter outside of school through national youth group; lead meetings, community service, and discussions of Jewish identity & ethics.",165091486
16509248,3,"Vice President, Film Review Club; Co-founder, Biweekly meetings, several out of school events.",165092483
16509268,5,LASA Animal Volunteer Club; Founding member of service organization; served as Vice-President (11th) and President (12th).,165092685
16509823,1,Founder and teacher of WORD summer book club; Administrated club for 4th graders; challenged their critical reading skills by discussing higher level fiction novels with thought provoking question.,165098231
16509823,3,"Founder and President of SHINE volunteer club; Establish the general format, goals, and activities for the club; lead weekly meetings; visit convalescent hospital monthly.",165098233
16509834,4,Founder of Peace and Social Justice Club; Raised awareness of social injustices in the world through discussion. Planned initiatives to help address social issues in Toronto.,165098344
16510291,6,Founder; Head of Creative Designs/Caelus Solutions; Progressive start up centered around innovative design and creativity to alleviate societal issues; Developed fire safety device; Working on new app.,165102916
16510505,4,"Co-Founder of Vung Tau Model United Nations; Human Resources Manager,recruited 30 members, responsible for  work performance management of 30 members running the association.",165105054
16510726,2,Co-founder & Vice President; Co-founded 3rd largest club in the school; Held training sessions and competitions; Invited distinguished speakers; Encouraged girls participation;.,165107262
16510726,6,"Founder, Organizer - Summer Poetry Workshop; Taught Poetry (Limericks, Sonnets, Haiku + Tankas, & Free Verse) to young children (local library). Compiled and published students works.",165107266
16510975,3,"President, Chiles High School Chemistry Club; Established the club to provides tutoring for students in AP/Honors Chemistry, organized meetings. Recognition: Club Founder/President.",165109753
16510978,2,"MIT Zero Robotics President and Club Founder; Programmed virtual space satellite to perform tasks efficiently, brought team to global semifinals, worked with teams from Poland and Spain.",165109782
16511178,1,President and Founder of DBHS Operation Smile.; Volunteered and fund-raised; assigned tasks to the board; raised 5 surgery fees last year and much more already this year.,165111781
16511281,6,Founder and President/ Ping Pong Club; I founded this club in order to promote exercise and healthy competition to students that do not participate in other sports.,165112816
16511610,3,"Founder and President of Kumdo Club; Performed demonstrations of kumdo, a Korean martial art, weekly at school.",165116103
16511772,1,Founder of women's empowerment campaign; Founder of program that uses funds raised by classical dance performances to educate young girls and empower them through dance.,165117721
16511797,9,"Official account founder; I created an official account called Tell Me Your Story, which gathering, editing, and spreading the stories from people.",165117979
16511958,6,"Leading Member, SIS Ambassadors(school guide); Mentored and assisted new students acclimate to the school and feel welcomed. Founding Member.",165119586
16511996,1,"Founder, Island School Impact Investing Club; Running social investment impact series. Teaching fundamentals of investment analysis. Creating and analysing portfolios.",165119961
16512631,1,Created the Equal Opportunity to Govern Campaign; I founded and run a campaign raising awareness about the natural-born clause. It has steadily gained support and received news coverage (eotg.org).,165126311
16512631,8,Co-founded the school's political magazine; Co-founded a school political magazine covering contemporary political issues and producing termly editions.,165126318
16512928,4,"Co-founder & Program Liaison, SYMPOSIUM; Coordinate with multiple parties to plan for events; design and execute promotional campaigns.",165129284
16513093,2,"Founder, Journalism Club. Op-Ed Editor, Newspaper.; Oversee the development of Op-Ed section of school newspaper. Journalism Club allows students who aren't in the newspaper class publish articles.",165130932
16513093,3,"President & Founder, Lovett Comedy Club; Studied in Jeff Justice's Comedy Workshop. Perform standup comedy routines on stage. Assist and critique members' comedy routines and delivery styles.",165130933
16513252,1,"Founder/President of the CROWDSORCERY Club; I founded a Crowdsourcing club at LHS, which targets students with creative ideas on products, issues, and entrepreneurship.",165132521
16514461,5,Diya Indian Youth Group- Founder and President; To promote Indian culture throughout the community as well as give back through community service.,165144615
16514474,2,Co-founder of Code Whisperers App Team; I created two apps for the DC school system.,165144742
16514935,5,"Mindfulness Leader/Founder; I created a morning meditation group, to breathe mindfully and center ourselves before starting a day of school. Both students and faculty attended.",165149355
16515290,4,Secretary and Cooking Vice Chair of Home EC Club; Co-founder. We teach students important but untaught life skills like cooking/knitting/sewing. We donate products to charity and relax as a group.,165152904
16515679,5,"Underhill App for Hopkins Students; I worked with the founders in gathering pictures and running a few of the sections, such as sports and life outside of Hop.",165156795
16516003,4,"Member, Co-Founder; I help promote a local artist by creating posters, flyers, and organizing meet ups to promote.",165160034
16516225,1,"Founder and Owner, Chromatic Events; 5+ part time or freelance employees. Customer interactions, bookings, finance, marketing, inventory, conventions and providing services at events.",165162251
16516829,3,"HOSA member; Dulaney's HOSA, founded this year, competes in various health-related contests. I reviewed home-studied chapters from ""BrainFacts""."".",165168293
16517189,2,Hearthstone Club: Treasurer/Founder; Helped to create tournament structure; Handled member dues; Dealt with tournament funding.,165171892
16517683,5,"Asian Art Club, Co-founder & Pres.Chinese Club Mst; Started Asian Art Club for 15 students @Woodward to educate misunderstandings about modern Asia. Minister of Chinese Club, spread awareness of culture.",165176835
16517735,6,Vice President and Co-Founder; Finance Club.,165177356
16517765,2,"She's the First Chapter Founder and Co-President; Providing academic scholarships to girls in low income countries; Actively participated in international ""Leadership Summit"" Conference in New York"".",165177652
16517765,4,DHS Music Department Student Publicity Liaison; Founded position to promote and publicize the events and achievements of the Darien High School Music Department via local newspapers.,165177654
16517766,2,"Founder of the DLSS Adult Sailing Program; Sailing program focuses on teaching adults the skills required to sail. With the board, I used financial and marketing practices to run the program.",165177662
