hondet,commonactid
Singer/Lead Guitarist/Songwriter/Founder of Band; My band played the biggest venue in our town.  We also played in Battle of the Bands at school and are looking for additional venues.,163436757
"Founder/President Agoura A Cappella Club; Founded club, wrote charter, served as president, chose arrangements, and instructed the group on their parts.",163436751
"Founder/Owner, Dog Sitting Business; Started business in 8th grade and expanded through local marketing & networking. Hired friends to help during busy periods.",163437603
Co-President of Liberty in North Korea Club; Founded school club with over 100 members; Educated younger students; Organised fundraising activities that raised approximately $2400.,163441005
"Founder, Movie Critic Club; Critiqued movies for school newspaper.",1634410210
"Founding member, Entrepreneurship club; Club for students interested in starting their own businesses.",163441024
Director in publicity department; We founded a group called AKYA(Assosiation of Korea youth Autonomy) and had several seminar. Also we've done flash mop in Seoul.,163441349
"Founder of ""Her Science"" Workshop""; Eliminating the gender inequality on girls in STEM courses; 50-people scale workshop; particularly for girls to discuss scientific knowledge;.",163445426
Co-Founder and Leader of WWF Club; Fundraising events; raised $2000;Painted on walls to raise awareness of endangered species; Organized volunteers for the Last 55 Maui Dolphins Program.,163445425
Founder of Teaching Elders Technology Group; Taught the elderly how to use smart devices in BlockHouse Bay Community Center; Chosen as 2015's most popular group in community center.,163445423
Founder of the Xavier High School Sailing Team; Finished 9th at the MASSA Cressy Qualifier (38 boats total).,163450263
Co-Founder of Ecology Club/Board Member; Started up Ecology Club in my school.  Organized excursions including camping and fishing.,163455014
"Co-Founder: Celebrate U; Created Celebrate U, a registered 501(c)3 nonprofit, that throws birthday parties for disadvantaged children living in underprivileged communities.",163457341
"Founder and CEO Vivere (www.vivere.io); Vivere is a start-up that connects older adults to others with similar interests, combatting social isolation in older adults-a public health concern.",163459073
"Founder New Haven Young Entrepreneurs; NHYE is a start-up incubator for New Haven high school students, which teaches students about entrepreneurship through starting real companies.",163459074
"Founder, Chengdu Overseas Student Organization; Published articles on American culture; organized American Prom in China and raised $10,000 for charity.",163459304
"Founder and Author; Founded PHeast, a blog that introduces local Philadelphia food. It has over 400 subscribers and is in school's venture incubator program.",163459303
Founder and President of Global Exchange Club; Organized 1st Chinese New Year Week with many cultural activities. The club holds weekly meeting discussing global culture topics.,163459302
Founder/Organizer of Junior Triathlon & Triathlete; Started training 2014; 2016 - founded a team of young triathletes (12-17) to participate to raise money for kids with special needs.,163460814
"Founding Music Director for Spring Hill Ensemble; Founded a chamber group that travels to perform a wide variety of music; played in Ronald McDonald House, Guatemala, JCC, nursing homes, & hospitals.",163460817
Founder/President of Junior Edison Team (JET); Analyze invention histories and various inventing methods; present the findings to 25+ members during the weekly meetings.,163461992
Founder of Muslim Student Association; Started the club to bring the community together with all of its cultural differences and remove misconceptions about Islam.,163464982
Founder of charity; Plushies 4 A Purpose; Started this charity in 2015 in order to donate to my local children's home by creating my own plush toys and selling them.,163464981
"INNOV-8-Public Policy Committee, Co-founder; Hosted International Youth Leadership Forum to educate and promote young leaders on global health issues; raised 6000+ USD for scholarships.",163467002
player; One of the founding members of the schools field hockey team and helped establish the team in the school.,163469748
President and Founder of Translation Club; Founded the translation club (attended by a quarter of the students in my school) to provide students an opportunity to engage in translation.,163470021
"Co-Founder, HackStart; Nonprofit to teach programming to high-school students through 24/48 hour coding marathons, 3 marathons, raised $5k, >300 students helped.",163475602
"Co-founder & Exec Dir, Working Together For Change; National tax-exempt 501(c)3 nonprofit to end homelessness; 600+ volunteers; 3K+ homeless served, 17K+ service hours; Raised $50K+; National awards.",163475601
"Editor-in-Chief, School Magazine; Select and edit 20 articles/week; founded English magazine to help students practice English and make school news available to foreign teachers.",163477283
"Founder, Little Wings; Student NGO to help women get rid of menstruation stigma through comics, videos, and peer activities; lead team of 20; 3000+ followers on WeChat.",163477281
"Co-founder, Tsinglin Youth Internship Union; Worked with 40+ students from 20+ schools to negotiate with 60+ firms/organizations for internship positions; helped place 3000+ students in total.",163477282
"Founder and President of Debate Society; I formed and currently lead Sixth Form's debate society, providing a platform for the upper years to openly discuss topical issues.",163478891
"Founder & Manager, Online Social Platform MyuWorld; Published weekly featured articles of Japanese music, especially electronic music; promoted Asian cultural events; 800+ followers.",163479863
"Founder & President, Hoshizora Volunteer Club; 6 to 60+ members in 2 years; raised 1200+ books for 2000+ children; designed 1v1 coach system for mentally disabled kids in multiple cities.",163479861
"Go (board game) Education Company Co-founder; As a top Go player, I founded a Go education company to profit. I gained skills in different fields by operating the little company.",163479932
"Founder of School ""Exchange Knowledge"" Program""; I founded a program to enable the international students and domestic students in my school to exchange information and communicate more easily.",163479939
"""Tech Helps the Blind"" Program Founder""; I started the non-profit program to help the blind with their movements. My organization has an engineer, a business owner, and an internet hacker.",163479933
Founder/Beijing No.2 Middle School overseas Alumni; I contacted former students overseas and invited them to a group chat. We shared our experiences to help other students planning to study abroad.,163480739
Founder; Founded the school history club; had reading meeting; did investigation on social affairs; wrote reports about different politics. .,163481431
"Co-founder, PHer (Independent Student Media); Started the 1st independent student media at Pinghe. Cover students' diverse life, help advertise clubs and collect student opinions of school issues.",163481842
"Founder/Vice Director of Public Rel., ACES Studio; Promote the club and recruit members; secure 5000RMB advertising fee from local agency; help write script and shoot scenes for SMS 2016 Promo Video.",163483677
"Urban Fish, Founder; Improving habitat, water quality and awareness for aquatic life, fish conservation and rescue.",163485157
"Founder/President; Hosted the first TEDx event in any school in my region, helping bring several leaders in the community to empower the youth.",163485364
Co-Founded Art History Online Platform Arspiring; Using popular analogies on social media to introduce historical masterpiece & artists e.g. Henri Martisse & Francisco Goya.,163485883
"The Alliance of Youth Leaders of United States; Co-founder, Co-president of South Boston Branch, Chair of Public Relations Committee.",163488262
"Co-founder/CMS Academy; Inspired by Khan Academy, collect and create videos explaining concepts being taught in class.",163494637
Founder and President of Feeding America Club; Organized volunteer shifts at Feeding San Diego for club members. Planned school food donation drives and hunger awareness campaigns.,163500246
Founder of Moment Musicaux; This is a string quartet that is made of four high school students. We play at many different events for the school.,163502116
Cofounder of American Sign Language Club; Cofounder and one of the leaders of this club. Watch instructional videos in an attempt to become more familiar with ASL.,163503307
"Founder, Chapter Organizer North Nargles HPA; I founded and run a chapter of the Harry Potter Alliance, an international organization that uses literature to promote equality.",163504643
Founder of World Music Ensemble; Lead weekly meetings on musical instruments and trends throughout the world; integrate Eastern and Western instruments at school performances.,163507283
"Founding member of the Fair Trade Committee;; Led teach-ins regarding a sustainble world economy, helped Berkeley High School become one of a handful of Fair Trade certified high schools.",163508705
"founding member, league judge; Daniel Webster Soc; Lead daily practices, coach individuals/teams, numerous top five Individual  Speaker and Team awards in league tournaments; currently league judge.",163513232
"Founding member, co-sec. general; Model UN club; Organize weekly meetings, coach members, raised money for Haiti Relief Fund, award ""Honorable Mention"" at a conference; invited notable UNICEF speaker"".",163513235
"Leader and founder of ""Books Away Book Drive""""; Started a book drive over the summer and collected over 400 books to send to a church in Mali.",163516937
"""Lighten the hearts and minds"" campaign founder""; I founded ""Lighten the hearts and minds"" campaign. We collected books and donated to the cancer ward in the children's hospital."".",163520766
Founder; Hogar Infantil Pasacaballos.,163532762
"Meraki Imaginations Business; Founder and Owner; In charge of product design, product photography, web design, accounting, and marketing; generated sales and making profit; on Etsy and own website.",163533141
Home Economics Club; Cooking founder and head chef; Coordinate club activities and plan out recipes for each weekly meeting; at times cook and donate food to local charities.,163533145
"SIBC Ensemble, Founder; Founded orchestra ensemble group at the SIBC.",163533864
"Recognition/Campus Culture Commisioner; Founded Student Recognition Program at my school as well as led projects like Week of Awareness, Staff Recognition, Block Award Ceremonies.",163534724
"Founder:TeenBeat Social Group, JCC Mid-Westchester; Organize and lead monthly outings for autistic teens (ice skating, bowling, dinners) to work on overcoming social skills deficits inherent in autism.",163537546
"Founder and Editor, Nanchong School Magazine; Editor for arts and environment section, revised and wrote articles and worked with other  editors to determine magazine layout and publication.",163542247
"Founder, Organizer, Climate Change Lecture Series; Founded a lecture series devoted to climate change, and how students can prevent  it. Invited guest speakers, screened films, managed resources.",163542244
"Protecting the Pantry Co-Founder; Established club that collects toiletries, food, and clothing to donate to underprivileged women and children in Newark, NJ.",163545312
"Founding member of ""Medical Careers"" Club""; Co-founded the club. Grew club to 33 members. Organized volunteer events. Hosted speakers. Scheduled weekly meetings. Annual fundraising events.",163547805
"Co-founder,'Eat in Beijing' Club and Weibo Account; Visited different restaurants in Beijing with club members; wrote comments about the restaurants and posted them on Weibo social media account.",163547977
"Science Olympiad Club President; Founded the club, recruited members, planned meetings, helped prepare for competition, organized fundraising.",163552767
"Journalism program, editor-in-chief and co-founder; Founded the newspaper sophomore year and worked as editor-in-chief. Writing and editing articles, publicizing issues, and recruiting writers.",163553127
"Co-founder of International Communication Dept.; Deputy Director of the International Communication Department of the student council, planned exchange program with schools Switzerland and the UK etc.",163556322
"Co-founder of the school guitar club; Trained club members, and held performances at school with more than 100 audience.",163556324
"Co-founder/organizer/artist/ financial director; $876.5 NZD profits in 2016; selling posters, bookmarks, poster cards, key chains and art books, art convention.",163560113
"Co-founder, organiser; Work collaborately with local communities, artship for authism, mentor others, work with a profession team.",163560112
Columbus Youth of Temple Israel co-founder/leader; Columbus Youth of Temple Israel works to bring Jewish teens in the area together to participate in community outreach and fundraising.,163560658
"Founder of ""Cooking Committee""""; Shot web cooking show ""Chinese Kitchen""; taught members to cook western and Chinese cuisine; made videos to publicize local traditional cuisine."".",163563816
"Founder of ""DIY Breathing Mask"" Initiative""; Promoted cheap stylish DIY breathing masks so that more Beijing residents would wear masks; tutorial got 70,000+ view; interviewed on national TV.",163563811
"Co-Founder and Lead Programmer, NurseHome App; Designed and programmed app for over 100k healthcare providers and patients. Managed development by adding nurse users and sharing with patients.",163564174
"Coordinator, Founder in Professor Group x Physics; Led the core ""Professor Group"" members to hold a series of lectures for my schoolmates by inviting professors of different expertise in physics."".",163564179
"Young Hopefuls Inc. Charity Founder, Head, Leader; Founded to aid students in third-world countries. Gave speeches in Ethiopian Embassy (Washington, D.C), raised over $2,900 for backpacks (Ethiopia).",163564481
"International Club. Founder and Co-President; Leads/Organizes fundraisers to help a different country every semester, hosts/created International Night. Won MLK Humanitarian Award in 2016.",163564482
"Founder and President of Warm Up America! Club; As part of Warm Up America! Club, I teach members how to knit/crochet clothing and blankets to donate to the charity Warm Up America!.",163564736
"Co-Founder, a big Donor & Active of SFY Foundation; Co-founded and donated $10000 to Beijing Shifangyuan Foundation to help old people.",163566002
"Rocketry Club President; Beginning during the early months of Junior year I created the CHS Rocketry Club where we design, launch and compete model rockets. Founder/President.",163567334
President of the National Spanish Honor Society; Throughout Junior year I began forming the base for the CHS chapter of the National Spanish Honor Society. Now I'm acting as the Founder/ President.,163567332
President of Asian culture club; Founded the club promoting cultural diversity. Organized various events including Mid-autumn festival. Organized Mandarin tutoring every week.,163567643
"President of Communications for Hack Club; Computer coding- Nationally Affiliated, Founding member of 1st club in LA, In charge of communication between all members and online presence.",163568054
"Founder, Business Club; Discuss each other's ideas and utilize theories of marketing and economics. I have represented China at business competitions in the United States.",163574685
"Participant in NSDA & NHSDLC, Club Founder; Attract 50+ members. Host training session twice a week. Organized 1st and 2nd inter school competition for 300+ debaters.",163574911
President of History Club; Founded this club due to my strong interest in world history; hold seminars every week to talk about historical events and news.,163575023
President of International Club; Founded club and created a mentor system to assign 35 new students to 20 current students to help new students adapt to challenging U.S. environment.,163575021
"Co-Founder/Vice President, School Medicine Club; Launched trainings,invited professionals to popularize medical knowledge;responsible for publicity,on-site management,video recording,and final report.",163576196
"Founder/Manager, Sports News Website and Blog; Transport and translate the sports in English; write soccer match reports; the blog now with almost 50 thousand followers; website: leomessi.cn.",163576192
"Founder & President, Music Light(Music Ensemble); Charity performances for abused elders, campaign to ""Ban Abusing Elders"" and to promote fundraising, Prudential Spirit of Community Award"".",163576964
"Founder & President, Song of Songs; Planned regular volunteering work for a nursing home, played Go-game, coloring, picnicking with the disabled, Youth Hero Prize Community Service Area.",163576965
"Co-founder & Member, Asklepios(Bugil Science Club); Participated in Science Contests, Medical Camp(SCH Medical School), Bio Camp(KAIST, Seoul National University),Ministry of Oceans and Fisheries Award.",163576962
"Founder, 'Alive', NGO working towards drug abuse; Tie up with VIMHANS hospital. Started anti-drug awareness drive in 15 schools. Designed & distributed fliers. Reached out to teens using social media.",163577341
Vice President /Founding Member: Make a Wish Club; I founded club at school and plan events and fundraisers to help fulfill the wishes of local children fighting terminal illnesses.,163583284
"Project Founder & Leader, Ribbons and Bows; Created and led service project to make hair accessories for children in orphanages.ÃÂÃÂ¢ÃÂÃ¢ÂÂÃÂÃÂ¬ÃÂÃÂÃÂÃÂ¡Recruited members, bought supplies, created & delivered products.",163585192
"Petsaver Club President; Founded the club, volunteered at adoption events, planned and implemented volunteer days, coordinated 10+ volunteers.",163593479
"CDS DECA Club, Co-Founder/Leader/Fund Manager; Lead team to be one of the 6 world finalists in  DECA Idea Challenge 2014, lead other in-school business activities.",163595021
"CoFounder/Operations Director, DronePilots Network; Partnered with family members to launch DronePilots, now largest online discussion forum network for drones with 450,000 visitors per month.",163597113
"Founder, thedjiguy social media accounts; Age 14, launched largest Instagram account for Drones and ""thedjiguy"" YouTube channel with 300,000 views"".",163597111
"CoFounder, Hoops For Hope; Started 3-on-3 basketball tournament for Zambia orphanage raising $30,000.",163597119
"Founder, SaveMyPhantom.com; Age 15, launched SaveMyPhantom.com e-commerce for Drones products and 3D printed accessories.",163597112
"Founder and Owner Hair Ties by Lauren G. LLC; Design and sell hair ties to over 40 Drybar hair salons across the USA, fitness studios, schools, and clothing stores. www.bylaureng.com.",163597151
Lima Drive Step Team; I am the coach and founder of the Lima Drive Step team. We performed locally and regionally.,1635972510
The Praise Ordained Ministry; I am the founder and coach of this program. The group has performed both locally and regionally and participates in community service events.,163597257
"Co-founder and president of Animal Rights Club; Formed Animal Rights Club where we will raise awareness, provide service opportunities, and conduct fundraising events to help better animal rights.",163597926
"A founder and advisory board member, LGBT + AllIes; Club was founded last year. We now have over 90 members, making it largest club at Walker. Our goal is to create an inclusive environment.",163598195
"Seniority Co-founder - Non-profit Tech Startup; Developed Seniority, a new technology venture that connects student volunteers with senior citizens in need of support.",163598631
Founder of Wings for Crossover Club at Sage Hill; A club dedicated to assisting Wings for Crossover to provide an education and housing to orphans and former child slaves at Ghana's Crossover Academy.,163599289
"Officer/Co-founder, African Education Project; We were able to raise enough money to send a large container filled with items for underprivileged families in the Eastern Cape of South Africa.",163599451
"President, Young Political Activists of America; Founded a club that fosters political activism at The Weber School while creating a positive bipartisan community.",163600681
"Co-founder/Jr. Comm: DeRosa FNDN for Colon Cancer; Leader for Foundation which raises money for research & promotes awareness to prevent colon cancer; organize toy drives, walks & multiple fundraisers.",163601601
Founder/President- Learning Initiative on Nature; Founded a new society in school which is based on research and field work covering environmental issues in Karachi.,163608546
"President, Tri-M Music Honor Society; Founder, Director, Coordinator, Mentor-Volunteer Music Mentoring Program. Includes assisting with 6th and 7th grade bands and lesson groups.",163608831
Founder/Bassoonist- Fairfield Cty Woodwind Quintet; Coordinate and manage performances including: Music for Youth Young Artists Showcases and Ensemble Showcases.,163608833
"Founder & President, Los Angeles River Collective; Founded a school-based club that raises awareness about the environmental and financial issues regarding the restoration of the Los Angeles River.",163610275
Co-Founder and Co-President of Oakwood Robotics; Started off as a year of tinkering with LEGOs and recruited students to became a fully functioning school club in and official team in 12th grade.,163610317
3 on 3 Basketball Tournament Founder; Founded this tournament to create an opportunity for all kids to play basketball in middle school and raised money for the school athletic department.,163611959
"The Sugar Splurge - Writing Blog; Founder and Sole Writer of an online resource for teens about fitness, mindfulness and lifestyle.",163613938
Founder/President; Zoga Club combines zumba and yoga. I helped this club become established on campus. Besides being president I also teach the classes.,163614802
"Reading Club: founder; We connect book lovers, help primary school students from families with limited financial resources to gain access to books and become better readers.",163616283
"Neighborhood  drama club: founder; I wrote, acted and directed productions for important neighborhood  events.",163616284
"President/Founder of Cultural Diversity Club; Lead meetings to explore diverse cultures in skyline, leading the first annual Cultural Diversity Fair and a Diversity.",163623951
"Vice President, school German Club; The German Club focuses on sharing German history, culture, and traditions. I have founded and organized the club with a friend.",163625651
"Co-Founder, Village Mountain Mission Club; Work to develop legacy of service to limited resource citizens of Dominican Republic. Organized & executed trips to DR to build homes. See add't info.",163627802
One of the founding members of Aftershave; Aftershave was a club in which those who identity as male met once a week and discussed gender in the context of our school and beyond.,1636290410
Mentors of Tomorrow - President; Mentors of Tomorrow connects high school tutors with elementary school students for tutoring sessions. I founded this club to better my community.,163630024
"Founder, SHS Environmental Action Committee; Created a committee of students working to raise awareness and participate in initiatives to improve the environment. Legislation initiatives.",163631172
"Co-founder of after school club&Badminton Captain.; Volunteer lunchtime hours to lead a club to promote fitness.Train with and coach passionate pupils:to make an all rounded, skilful team.",163632797
Head Boy&Head of school council:1 chosen out of 60; Initiated student voice: to improve the school life for students.Interviewed potential teachers.Founded a homework club to mentor younger students.,163632791
"Co-founder of STEM&homework club. Head STEM leader; Lead sessions&group activities for 12-16 year olds:presentations, experiments&worksheets.Mentor students on STEM topics to help the talented students.",163632792
"Primitive Flames Band - Co-founder and lead singer; Created several original songs, with original lyrics, tunes, and music videos. 15,000+views on YouTube.",163637257
"Founder & Leader - GREEN HEROES ENVIRONMENTAL; Organized and supervised teen-led environmental clubs at elementary schools, designed curriculum, taught students, led crayon drive in school district.",163637251
"Stanford OHS Connector Club; Founding member of OHS Connector Club, which plans and organizes regional events and meetups worldwide in order to integrate our global Student Body.",163637508
"Founder of Fandom, Drama & Architecture Club; (SSA 11,12) Facilitate discussions about pop culture, & organize trip to Comicon. (UPrep 10)Organized drama games, & middle school play. (UPrep 9th).",1636376110
Founder/President of Chess Club at North Pike; Teach and learn to play chess as well as go to tournaments.,163646127
Co-founder and President of Politics Club; I co-founded this club and led informative meetings to educate members of current events and politics through presentations and debates.,163646357
"Founder, 'Boundary' (Online Psychology Account); Documented on social media applications interviews with friends and classmates regarding their feelings about fundamental psychological questions.",163648032
"Founder and President of Cross Fit Club at Serra; Club focuses on strength and conditioning through exercise. Designed and led training circuits for 30 members, enhancing overall health and wellness.",163648402
"Founder/Owner of Purple Pen Books; I started my own company, Purple Pen Books, through which I write books that are personalized for the child receiving them.",163651364
"Captain and Founder, JZIB Tennis Club; Plan and run weekly practice, promote tennis among peers, organized 8-school tournament and other competitions, manage all logistics of the club.",163657031
"Founder and Leader, Project ""Math is Life""""; Inspire and instruct students from grade 6 to 8 methods of studying Math and how to apply Math in real life.",163657462
"Founder, Captain, Main striker; Recruit new members, Won the school summer league.",163657461
"Co-founder of INCEPTUM; INCEPTUM is a student-based non-school organization found to meet with CEO's in Turkey, learn from their experiences and  observe business environment.",1636581310
"Excutive - Founder of Special Olympics Club; Organizing activities for disabled people, spending time with them and raising money and awareness.",163658132
"Co-founder of Biology Club; I was the co-founder & president of the 1st biology club in school, which offered activities and pre-university biology courses to all grades.",163658407
Co-Founder/ Vice President- Special Olympics Club; We raised awareness among our peers and helped people with intellectual disabilities to participate in various activities.,163658931
"Co-founder Young Motivators Club(YMC); We enthusiastically raise the awareness of the importance of education, motivate younger students and provide stationary materials for poor students.",163658993
Founder ( Wildlife and Evergreen Club); We industriously and skillfully protect and care for the environment by general cleaning and planting of trees making it healthy and conducive.,163658991
"Founder of Cat Shelter and Adoption Workshop; Feed and take care of stray cats daily; Promote ""Think adoption"" idea in school and throughout Beijing; Conduct animal rights advocacy"".",163659562
"Founder, monitor of school Dream Box Club; Founded in-school store with 89 boxes for students to buy and sell second-hand or handmade items. Co-manage inventory and accounts.",163659564
"Founder, Social Media Operator of JCD competition; Human-centered design competition aiming for social problems. Pre-event mkt., social media updates, organize supplies, instruct group work.",163659561
Vicepresident and Cofounder of Ecosave club; Host online competition; Weekly cleaning in Itaewon street; Recycle school products.,163660334
"co-founder/president of a wellness club; This club aims to promoe wellness, reduce stress, and encourage unity.",163660524
Founder and President of Veggie Nation; Conducted meetings that raise awareness about animal rights.,163664723
Founder and President of Equality for All; Fundraised for Peru Sacred Valley Project; empowered members through discussions of gender-based challenges.,163664722
"Co-Founder, Millburn HS Sounds for Seniors; Founded music performance program for local nursing home residents; brass ensemble performs bi-weekly; prepare music, Facebook page.",163667831
"President and Founder, Japanese Culture Club; Studied Japanese language, Planned field trips to Japanese celebrations,.",163670614
President and Co-Founder of Political Club; Developed club charter & recruited members. The club provides the student body a forum to discuss political issues non-academically.,163671294
Founder and leader of school's debate team; I founded the school's debate team when I was in 11 grades. The team has participate many competitions. I also ran the school's debate competition.,1636725210
"Founder and Director of Shool's TV station.; I founed the first TV station of my school in grade 9, and continuely served as director .I have launched two TV program and one micro film on campus.",163672526
"Founder of school's Book Club; I found school's Book Club in grade 9. After four years, the Book club is now the biggest student club in my school, we were interview by NBC in 2014.",163672528
Founder and Co-President of Visiting Eagles Club; Founded club whose members visit Little Sisters of the Poor Senior Home & participate in various activities with residents. The club has 45 members.,163672654
Founder of Holy Spirit Ramps at Guerin Catholic; Construct wheelchair ramps at low income housing in the Indianapolis Area. I recruit potential builders from my school.,163672655
"STEM Club - Founder and President; Create and present curriculum in 3D printing with bioengineering focus. Pioneer projects, such as 3D printing a brain and tools for dyslexia.",163673811
Founder and president of Leadership Skills Club; I am founder and president of this club where we have speakers share about what it takes to be a good leader and how to handle stressful situations.,163674797
"Founder and Editor of School Literary Magazine; Reviewed submissions, created and design spreads, organized, sold, and distributed a literary magazine.",163675175
Founder of Shine Foundation BD; Shine foundation is a registered 100% charity based non profit organisation.Striving to support impoverished people in the most poverty stricken areas.,163675971
Founder and President for Animal Rights Club (ARC); Club deals with awareness among the Dhaka community about local animal adoptions and their sterilization.,163675979
"ACT Crash Course founder and president; Before every ACT test date, I help students prepare for the test. I review how to solve math, english, science, and reading based questions.",1636765110
"Mentoring students in biology, TCA Science Club; The club mainly works on the discussion and pursuit of scientific fields, I am a founding member of the club.",163679031
Co-founder and President of an ASO; African Students Organization works to embrace and educate on the richness of African cultures.,163680122
"Co-Founder and Co-President of Think Pink Club; Organized fundraising & awareness for breast cancer including an annual powder puff game, self-breast exam presentation & letters to patients campaign.",163681583
"Founder&Pres./Future Business Leaders of America; Contacted people for activities(guest speakers),managed events(stock market game), and  raised club awareness and spirit(ice breaker game and party).",163681841
"Founder, Band of Angels Charity Benefit Concert; Created an annual benefit concert in which all proceeds provide students in need with instruments to participate in their schools' music programs.",163682152
Founder: NY Federal Reserve HS Challenge; I brought the club to the school and led my school to an honorable mention in our first year competing. We presented at the NY Fed.,163683846
Founder and VP of JFK Student Lecture Series; I promoted the club and cultivated a safe learning environment for students to voice their interests.,163683848
"Founder/President of Earn ""A"" Change""; I founded this club Freshman year. We tutor anyone in need in exchange for a donation to charity. We have over 40 members and have donated over $4000.",163687281
"Co-Founder of ""Roses to Remember""""; This was the first charity I founded in 2012 in honor of my great-grandmother. We visit nursing homes around holidays and hand out roses and cards.",163687284
"President, The Heard; I founded a club to help students gain the courage to speak up. Each week I plan and lead exercises to improve speech fluency and presentation skills.",163690721
"Leader and co-founder of 305 United; An organization that fosters leadership skills and service within my community. I was published in our local newspaper as ""Positive People"""".",163698312
Student Arts Council founder & band representative; I worked with other art students and administration to start my school's new student arts council so students can have a voice in the department.,163698758
"Club Knit, President; I founded this club to knit caps for premature babies in Neonatal Intensive Care Unit at East TN Children's Hospital.",163702246
"member/officer, Junior Classical League (Latin); founded school chapter of Junior Classical League (Latin Club), school delegate to state/regional Latin conventions, ,.",163703254
"HOSA State Officer & Chapter Founder/President; 1. Elected and serve as WA state secretary. 2. Initiated the founding of chapter, recruited founding officer team, and serve as chapter president.",163711062
"Spanish Club, Founder and President; I founded this club for students to improve their Spanish speaking skills. We watch movies, listen to music, play games, and do community service.",163711658
Founder of Hospital Volunteer Project; Initiate school-based volunteer activities for a local hospital; organize volunteers to guide patients through the examination process.,163715527
"Photography Club Founder and President; Plan creative learning activities, coordinate trips and workshops, grew club to over 100 students.",163715862
"Founder and Student Director of a School Garden; Designed, initiated and currently manage a school vegetable garden to teach about sustainability. All crops donated to local food kitchens.",163715861
project founder; My team makes air-purifiers and donates them to schools in poor area. My team is Winner of Voice of Youth National Contest held by Harvard University.,163718621
"Founder of the ESL Club; Helping other ESL students at the school, English activities, and several meetings.",163719317
"President & Founder; At PLANT Garden, we grow a variety of plants around the school and hold interactive events to educate students and faculty about the environment.",163719712
Founder and President of Relay for Life Club; Raised $5500+ for cancer research. Organized 1st ever daylong Relay for Life event in my school. Holds monthly cancer awareness & fundraising events.,163720722
"Co-Founder & Business Negotiator, ISOTOPE Studio; Already completed 11 posters and 9 videos, with 6 more videos in production, and volunteered to design and produce the school's 2016 yearbook.",163721271
"Founder and head organizer of a fundraiser; I created ""An Answer to Mr. Cancer,"" which fundraises money and raises awareness. We managed to raise $8,000."".",163724981
Cofounder and vice-presdent - TEDxPLANO EAST; Club designed to teach public speaking skills using TED talks. Created & presented weekly lesson plan; organized final showcase.,163725054
"Founder and the First Leader of Literature Club; Founded Literature Club, run student journal, chaired literature discussion meetings, and lead members to join in poetry recitation at school.",163725578
"Director of Publicity Dept. and Journalist Group; Run the dept.(interview, report, poster making, photograph, official website). Founded and run Student Journalist Group. Do team building.",163725571
Founder of an Official WeChat Account about books; Founded and manage an official WeChat account (like an online magazine) to recommend books and share reading experience to others.,163725575
"Biology Club/Founder; tutored younger students, promoted biology knowledge using social media, self-studied basic knowledge in medicine, visited natural museum.",163725883
Student business/ cofounder; bought imported snacks at lower price by wholesale and then sold the products to other classmates and donated our monthly profit to animal shelters.,163725888
"Founder President, Social Sciences Club; Started the first student run club in school. It was aimed at promoting social sciences.",163725951
"Founder and President, Good Samaritans Club; Conduct collections for Operation Christmas Child, Backpack Roundup for the Homeless, Ronald McDonald House and participate in other service projects.",163726815
"Founder/TEDxCK & IAF; Speaker, Judge/Student Govt.; Founded TEDxCK & International Affairs Forum, free for sch. member; appointed official student speaker; Head Legal Consultant & Judge of Student Govt.",163728259
"Founder and President of Law Club; Won in national TV Show competition ""Super Law King""; in charge of club affairs; held law seminars; arranged court visits, syllabus, club promotion"".",163728252
"Co-founder, SAGE Xiuyixiu; Co-founded club to protect traditional Chinese embroidery; founded public official WeChat account for Xiuyixiu; won ""Best Inheritance Project"" at SAGE"".",163728455
Art Club Founder & President; Restored the school dark room for developing film and organized an inner city mural painting of Shakespeare.,163738809
"Children's Ministry Founder; To help teach kids ages 3-11 interesting biblical lessons, I created a ministry program at my church. I plan puppet shows,discussions, and activities.",163739267
"Founder, Owner, GM, and Captain of Sons of Pitches; Sons of Pitches is the indoor soccer team I started with my friends four years ago. Reigning Jamestown league champions from the 2015-16 season.",1637415710
"Food Club: Founder and President (10); Created a space for students interested in food to discuss all aspects of food inc'l ethical agriculture, inequitable access to food, home cooking.",163745049
"President and Founder, Students of Color Club; I facilitate group activities and discussion focused on race relations, as well as organize meeting times, places, and funding.",163745615
"NAHS member and Co-Founder of the Photography Club; Was in district art show and did art classes, including AP.",163749557
School Program Leader and Club Founder; Designated mentor for new/returning students in wet lab + bioinformatic research procedures. Periodically present progress at symposia at Waksman.,163751943
"Vice President of Technology Student Association; Founding member, participate in New Jersey TSA competitions.",163751945
"President of Feminism Club; Founded and served as president of the Feminism Club, donated to the Lighthouse foundation in order to support single mothers.",163755042
"Endevvr; 34-student startup incubator at Wharton; learned fundamentals of starting businesses from professors and entrepreneurs, co-founded GetABite.",163755129
"GetABite: Co-Founder & Chief Marketing Officer; Online platform that allowed users to order food for delivery from food trucks in user's neighborhood; see ""Additional Information"""".",163755123
"Founder and Captain of PRHS Certamen Team; Latin quiz bowl, affiliated with Junior Classical League; I was the leader of the Advanced Team and coached the Novice and Advanced teams.",163756057
Founder and President of Lanier Mythology Club; Created a club dedicated to exploring the mythology and legends of many cultures; affiliated organization with Junior Classical League.,163756056
